Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,Color,Green,,,,,BEAVER-CAMP-111-2,shopify,0,continue,manual,55.99,69.99,TRUE,TRUE,,,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,Color,Orange,,,,,BEAVER-CAMP-111-3,shopify,0,continue,manual,55.99,69.99,TRUE,TRUE,,,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,Color,Black,,,,,BEAVER-CAMP-111-4,shopify,0,continue,manual,55.99,69.99,TRUE,TRUE,,,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,Color,Red,,,,,BEAVER-CAMP-111-5,shopify,0,continue,manual,55.99,69.99,TRUE,TRUE,,,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,Color,Navy,,,,,BEAVER-CAMP-111-6,shopify,0,continue,manual,55.99,69.99,TRUE,TRUE,,,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/26224ddc-9e30-4600-91bb-5bf16defce42.jpg?v=1784722876,2,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0b745bba-7873-4943-8822-90a1c79b9264.jpg?v=1784722877,3,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/29b17be3-c53a-4437-bf59-b2b567f994cf.jpg?v=1784722876,4,,,,,
lightweight-backpack-hiking-bag-with-trekking-pole-attachment,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0053e183-67c9-4b40-9f5b-814088bd7c2e.jpg?v=1784722876,5,,,,,
shoe-wash-bag-protects-trainers-in-the-machine,Shoe Wash Bag – Protects Trainers in the Machine,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Wash your trainers – without wrecking the machine</h2>
<p>Washing shoes loose in the machine lets them bang hard against the drum. That's tough on both your shoes and your washing machine.</p>
<p><img src=""https://img.kwcdn.com/product/open/0189276f3ee74de4a50705d3663a4a85-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Wash bag for shoes""></p>
<h3 style=""font-size:19px;"">Protects both shoes and machine</h3>
<p>This wash bag has a protective inner lining and a zip that keeps your shoes in place. Both your shoes and your machine are protected while they get clean.</p>
<p><img src=""https://img.kwcdn.com/product/201365d3714/96432b3f-9d7f-4702-bcaa-ea450c120eb9_1000x1000.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Wash bag detail""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Protective inner lining</li>
<li>Zip that keeps shoes in place</li>
<li>Gentle on both shoes and machine</li>
<li>Fits most shoe types</li>
<li>Reusable and durable</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/201365d3714/92d2af54-53af-49d8-ba3f-53be00264340_1000x1000.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Wash bag with shoes""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not entirely happy? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Laundry Accessories,"Household, Shoes, Trainers, Laundry, Wash Bag",FALSE,Title,Default Title,,,,,BEAVER-MISC-112,shopify,17,continue,manual,12.99,15.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0189276f3ee74de4a50705d3663a4a85-goods.jpg?v=1784722935,1,Wash bag for shoes,FALSE,Shoe Wash Bag – Protects Trainers in the Machine,Reusable shoe wash bag with protective lining and secure zip. Keeps trainers and your washing machine safe from damage.,draft
shoe-wash-bag-protects-trainers-in-the-machine,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/96432b3f-9d7f-4702-bcaa-ea450c120eb9_1000x1000_9e9ad1ac-e5d0-43f2-a1a8-5c789e161661.jpg?v=1784722936,2,,,,,
shoe-wash-bag-protects-trainers-in-the-machine,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/92d2af54-53af-49d8-ba3f-53be00264340_1000x1000_b5c6e293-663a-43a6-b8b3-0a0d3e638486.jpg?v=1784722934,3,,,,,
shoe-wash-bag-protects-trainers-in-the-machine,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/03fbbe93-f2c9-4586-8f29-47c82c308deb.jpg?v=1784722935,4,,,,,
shoe-wash-bag-protects-trainers-in-the-machine,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/32708af6-46e0-416a-b9de-c9970e083fe6_1000x1000_4a581843-7260-4f53-945f-62d574806576.jpg?v=1784722934,5,,,,,
anti-slip-rug-grippers-24-pack-keeps-your-rug-in-place,Anti-Slip Rug Grippers 24-Pack – Keeps Your Rug in Place,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Stop your rug sliding around</h2>
<p>Rugs that slip and slide are both annoying and dangerous. They ruck up, bunch together, and can cause someone to trip.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/7484a475-888e-49ea-9a6c-5c8bfe329b11.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Anti-slip rug grippers""></p>
<h3 style=""font-size:19px;"">Stick them down and forget about them</h3>
<p>These self-adhesive grippers fix underneath your rug and hold it firmly in place. They're reusable and washable, so you can give them a refresh whenever needed.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/903921f9-febe-4dda-835a-1cfe74ee04cc.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Rug gripper in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Keeps your rug firmly in place</li>
<li>Self-adhesive and reusable</li>
<li>Washable – restores their grip</li>
<li>Great for rugs, cushions and mattresses</li>
<li>24 grippers per pack</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/bc26728c-eb34-47d2-a026-cff52301dfc4.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Anti-slip rug grippers close-up""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Household,"Anti-Slip, Home, Household, Rug, Safety",FALSE,Title,Default Title,,,,,BEAVER-MISC-113,shopify,15,continue,manual,18.99,23.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/7484a475-888e-49ea-9a6c-5c8bfe329b11.jpg?v=1784722995,1,Anti-slip rug grippers,FALSE,Anti-Slip Rug Grippers 24-Pack – Non-Slip Pads,"Keep rugs and mats securely in place with our reusable, washable anti-slip grippers. Pack of 24 self-adhesive pads for home safety.",draft
anti-slip-rug-grippers-24-pack-keeps-your-rug-in-place,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/903921f9-febe-4dda-835a-1cfe74ee04cc.jpg?v=1784722994,2,Rug gripper fitted underneath a rug,,,,
anti-slip-rug-grippers-24-pack-keeps-your-rug-in-place,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/bc26728c-eb34-47d2-a026-cff52301dfc4.jpg?v=1784722995,3,Anti-slip rug grippers close-up,,,,
anti-slip-rug-grippers-24-pack-keeps-your-rug-in-place,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f1dcf5b2-03d0-422f-9aad-1a8933829b32.jpg?v=1784722994,4,"Anti-slip rug grippers, pack of 24",,,,
anti-slip-rug-grippers-24-pack-keeps-your-rug-in-place,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6c9451bb-a0f1-42fb-a496-ff76b21c5495.jpg?v=1784722994,5,Rug secured in place with anti-slip grippers,,,,
remote-control-car-1-16-high-speed-with-metal-body,Remote Control Car 1:16 – High-Speed with Metal Body,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">An action-packed toy built to last</h2>
<p>Many remote control cars feel cheap and break quickly. It gets boring fast when the speed is low and the plastic cracks at the first knock.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/c666d942-4eb6-4803-b219-8ce33b30be96.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Remote control car 1:16 scale""></p>
<h3 style=""font-size:19px;"">High speed and a tough body</h3>
<p>This remote control car reaches speeds of up to 20 km/h and has a tough alloy metal body. With two batteries, playtime lasts up to 50 minutes – perfect as a gift.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/f36999a4-6394-4a51-b2aa-09ae4206d0b2.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Remote control car in action""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Speeds of up to 20 km/h</li>
<li>Tough alloy metal body</li>
<li>Up to 50 minutes of playtime with two batteries</li>
<li>2.4 GHz for stable control</li>
<li>A popular gift idea</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/25128b41-6e69-446a-a28f-0b4fb611f355.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Remote control car close-up""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Toys,"Kids, Car, Toys, Gift, Remote Control",FALSE,Title,Default Title,,,,,BEAVER-MISC-114,shopify,19,continue,manual,60.99,76.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/c666d942-4eb6-4803-b219-8ce33b30be96.jpg?v=1784723055,1,Remote control car 1:16 scale,FALSE,Remote Control Car 1:16 – High-Speed Metal Body,High-speed 1:16 scale RC car with a tough metal alloy body. Up to 20 km/h and 50 minutes of play – a brilliant gift for kids.,draft
remote-control-car-1-16-high-speed-with-metal-body,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f36999a4-6394-4a51-b2aa-09ae4206d0b2.jpg?v=1784723055,2,Remote control car in action,,,,
remote-control-car-1-16-high-speed-with-metal-body,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/25128b41-6e69-446a-a28f-0b4fb611f355.jpg?v=1784723055,3,Remote control car close-up,,,,
remote-control-car-1-16-high-speed-with-metal-body,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1f830fd8-509b-4410-a370-d9cf8bff022a.jpg?v=1784723055,4,Remote control car with metal body,,,,
remote-control-car-1-16-high-speed-with-metal-body,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f3dfea26-2251-4201-b1b5-05305ccd4436.jpg?v=1784723055,5,"Remote control car, side view",,,,
fishing-set-with-storage-box-complete-tackle-kit,Fishing Set with Storage Box – Complete Tackle Kit,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Everything for fishing – all in one box</h2>
<p>Getting started with fishing means a lot of small bits and pieces: hooks, bait, lines and much more. Buying it all separately is both expensive and a hassle.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/f3ba15d4-4626-46f9-a941-84c71aa2cb26.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Fishing set with storage box""></p>
<h3 style=""font-size:19px;"">A complete set with storage</h3>
<p>This fishing set includes everything from soft and hard lures to hooks, spinners and a waist bag. Everything is neatly stored in the included box – perfect as a gift or a starter kit.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/5d12f750-6b25-44cf-a543-b711f507ca48.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Contents of the fishing set""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>A complete set with plenty of pieces</li>
<li>Hooks, bait, lures and lines included</li>
<li>Includes a storage box and waist bag</li>
<li>Great for both beginners and experienced anglers</li>
<li>A popular gift idea</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/9a0d9a46-0d1e-4225-bc9d-198864e2e8b2.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Fishing set close-up""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Fishing,"Fishing, Fishing Set, Outdoors, Gift, Outdoor",FALSE,Title,Default Title,,,,,BEAVER-CAMP-115,shopify,19,continue,manual,37.99,47.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f3ba15d4-4626-46f9-a941-84c71aa2cb26.jpg?v=1784723110,1,Fishing set with storage box,FALSE,Fishing Set with Storage Box – Complete Tackle Kit,"Complete fishing tackle set with hooks, lures, lines and a waist bag, neatly stored in a handy box. A great gift for anglers.",draft
fishing-set-with-storage-box-complete-tackle-kit,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5d12f750-6b25-44cf-a543-b711f507ca48.jpg?v=1784723110,2,Contents of the fishing set,,,,
fishing-set-with-storage-box-complete-tackle-kit,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/9a0d9a46-0d1e-4225-bc9d-198864e2e8b2.jpg?v=1784723111,3,Fishing set close-up,,,,
fishing-set-with-storage-box-complete-tackle-kit,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/a7666071-1a7c-49a9-89c7-b1eb288660b2.jpg?v=1784723111,4,Fishing tackle and lures,,,,
fishing-set-with-storage-box-complete-tackle-kit,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/b70e8c75-83d4-43a6-9166-ad47eee9cb6d.jpg?v=1784723111,5,Fishing set with waist bag,,,,
ai-smart-glasses-8mp-camera-voice-assistant,AI Smart Glasses – 8MP Camera & Voice Assistant,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Step into the future with your glasses</h2>
<p>Reaching for your phone to film something or look up information always breaks the moment. Sometimes you just want to capture it there and then.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/ab3f0149-f9b2-465a-bc7b-4d565c6c8938.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""AI smart glasses""></p>
<h3 style=""font-size:19px;"">Camera, sound and AI in one pair of glasses</h3>
<p>These smart glasses feature a built-in 8MP camera, open-ear audio and an AI voice assistant. You can record 1080p video, listen to music and let the AI recognise objects – all without reaching for your phone.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/fa6dd30b-9c66-497d-b740-84f870e693a8.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""AI smart glasses close-up""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Built-in 8MP camera</li>
<li>1080p HD video recording</li>
<li>Open-ear audio for music and calls</li>
<li>AI voice assistant with object recognition</li>
<li>Stylish design that looks like ordinary sunglasses</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/470873d4-d70e-4355-a530-8649b38e6ee4.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""AI smart glasses in use""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Smart Glasses,"AI, Electronics, Camera, Smart Glasses, Sunglasses",FALSE,Title,Default Title,,,,,BEAVER-MISC-116,shopify,17,continue,manual,143.99,179.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ab3f0149-f9b2-465a-bc7b-4d565c6c8938.jpg?v=1784723165,1,AI smart glasses,FALSE,AI Smart Glasses – 8MP Camera & Voice Assistant,"Smart glasses with an 8MP camera, 1080p video, open-ear audio and an AI voice assistant. Capture moments hands-free in style.",draft
ai-smart-glasses-8mp-camera-voice-assistant,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fa6dd30b-9c66-497d-b740-84f870e693a8.jpg?v=1784723166,2,AI smart glasses close-up,,,,
ai-smart-glasses-8mp-camera-voice-assistant,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/470873d4-d70e-4355-a530-8649b38e6ee4.jpg?v=1784723166,3,AI smart glasses in use,,,,
ai-smart-glasses-8mp-camera-voice-assistant,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f0f97206-3fca-4a1a-8d31-072a985bc27b.jpg?v=1784723166,4,"AI smart glasses, side view",,,,
ai-smart-glasses-8mp-camera-voice-assistant,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fc4a59a4-3046-4ef8-b732-79a3b5329819.jpg?v=1784723165,5,AI smart glasses with camera detail,,,,
zip-up-shoe-wash-bag-blue-for-trainers,"Zip-Up Shoe Wash Bag – Blue, for Trainers","<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Wash trainers safely in the machine</h2>
<p>Shoes rattling around loose in the washing machine wear out both the shoes and the machine. The noise is loud and the results are rarely good.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/1cc3524e-c6f9-4a04-a8db-e75d4bdc452f.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Blue shoe wash bag""></p>
<h3 style=""font-size:19px;"">A bag that keeps your shoes in place</h3>
<p>This shoe wash bag has a zip that keeps your shoes still throughout the wash. It's suitable for both washing machines and tumble dryers, and it's reusable.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/2d2e0967-089a-40c9-9234-f2427e8c178c.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Shoe wash bag close-up""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Zip that keeps your shoes in place</li>
<li>Suitable for washing machines and tumble dryers</li>
<li>Gentle on both your shoes and your machine</li>
<li>Fits most shoe types</li>
<li>Reusable and durable</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/6b551189-269b-47c6-beeb-e1b50500ea17.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Shoe wash bag in use""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Laundry Accessories,"Household, Shoes, Trainers, Laundry, Wash Bag",FALSE,Title,Default Title,,,,,BEAVER-MISC-117,shopify,8,continue,manual,27.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1cc3524e-c6f9-4a04-a8db-e75d4bdc452f.jpg?v=1784723242,1,Blue shoe wash bag,FALSE,"Zip-Up Shoe Wash Bag – Blue, for Trainers","Protect your trainers and washing machine with this zip-up wash bag. Suitable for machine washing and tumble drying, reusable.",draft
zip-up-shoe-wash-bag-blue-for-trainers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2d2e0967-089a-40c9-9234-f2427e8c178c.jpg?v=1784723241,2,Shoe wash bag close-up,,,,
zip-up-shoe-wash-bag-blue-for-trainers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6b551189-269b-47c6-beeb-e1b50500ea17.jpg?v=1784723243,3,Shoe wash bag in use,,,,
zip-up-shoe-wash-bag-blue-for-trainers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fdf96cdf-038b-4fea-9682-6c1d7ec260fe.jpg?v=1784723243,4,Trainers inside the wash bag,,,,
zip-up-shoe-wash-bag-blue-for-trainers,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/b16fe356-e2da-41bf-abc8-80dbb2f46c57.jpg?v=1784723242,5,Shoe wash bag zip detail,,,,
golf-net-305x305-cm-practice-net-for-the-garden,Golf Net 305x305 cm – Practice Net for the Garden,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Practise your golf swing at home in the garden</h2>
<p>Practising golf usually means a trip to the driving range. It takes time, which means those quick practice sessions easily fall by the wayside.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/809b8b45-fee9-4d1b-b843-f6665b729c79.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Golf net 305x305 cm""></p>
<h3 style=""font-size:19px;"">A large net that catches your balls</h3>
<p>This golf net measures 305x305 cm and safely catches your balls. It's built tough and can take hard hits – so you can practise your swing whenever you like in the back garden.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/4dbff543-235f-4631-8533-d178e223ee5c.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Golf net in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Large 305x305 cm hitting area</li>
<li>Heavy-duty net that withstands hard hits</li>
<li>Safely catches your balls</li>
<li>Easy to set up in the garden</li>
<li>Great for swing and short-game practice</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/14fe697a-3a3a-44b8-adea-415ec942e083.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Golf net close-up""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Golf,"Golf, Sport, Garden, Training, Practice Net",FALSE,Title,Default Title,,,,,BEAVER-MISC-118,shopify,19,continue,manual,69.99,86.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/809b8b45-fee9-4d1b-b843-f6665b729c79.jpg?v=1784723318,1,Golf net 305x305 cm,FALSE,Golf Net 305x305 cm – Garden Practice Net,"Sturdy 305x305 cm golf practice net for the garden. Safely catches shots so you can work on your swing at home, any time.",draft
golf-net-305x305-cm-practice-net-for-the-garden,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4dbff543-235f-4631-8533-d178e223ee5c.jpg?v=1784723317,2,Golf net in use,,,,
golf-net-305x305-cm-practice-net-for-the-garden,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/14fe697a-3a3a-44b8-adea-415ec942e083.jpg?v=1784723318,3,Golf net close-up,,,,
golf-net-305x305-cm-practice-net-for-the-garden,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/dcc3a9a0-8e3c-4fde-bdab-937778999219.jpg?v=1784723317,4,Golf net set up in the garden,,,,
golf-net-305x305-cm-practice-net-for-the-garden,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/db2f2a3d-c909-4d61-b663-bdb25048912e.jpg?v=1784723318,5,Golf practice net detail,,,,
wall-mount-for-strimmers-heavy-duty-tool-holder,Wall Mount for Strimmers – Heavy-Duty Tool Holder,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Keep your garden tools in order</h2>
<p>Strimmers, tools and equipment leaning against the wall easily topple over and take up space. The garage soon becomes cluttered.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/75754142-b098-471c-be45-1d327d5ea1f5.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Wall mount for strimmers""></p>
<h3 style=""font-size:19px;"">Heavy-duty metal mounts</h3>
<p>These metal wall mounts hold strimmers and other tools securely in place. They're easy to fit and make your garage both tidier and easier to work in.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/98e89147-a0c0-4ef5-bdd4-f32c31b98e83.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Wall mount fitted to the wall""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Heavy-duty metal wall mounts</li>
<li>Keeps strimmers and tools in place</li>
<li>Easy to fit</li>
<li>Creates order in your garage</li>
<li>Fits most strimmers and tools</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/24a60a1d-93b1-402a-ad08-46224403cb53.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Wall mount close-up""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day happy customer guarantee.</strong> Not fully satisfied? Get in touch within 30 days and we'll sort it out – no fuss.</p>
</div>",BeaverShop,Garden,"Storage, Garage, Strimmer, Garden, Tools",FALSE,Title,Default Title,,,,,BEAVER-GARD-119,shopify,1,continue,manual,27.99,34.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/75754142-b098-471c-be45-1d327d5ea1f5.jpg?v=1784723371,1,Wall mount for strimmers,FALSE,Wall Mount for Strimmers – Heavy-Duty Holder,Sturdy metal wall mounts that keep strimmers and garden tools securely off the floor. Easy to fit and great for garage storage.,draft
wall-mount-for-strimmers-heavy-duty-tool-holder,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/98e89147-a0c0-4ef5-bdd4-f32c31b98e83.jpg?v=1784723371,2,Wall mount fitted to the wall,,,,
wall-mount-for-strimmers-heavy-duty-tool-holder,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/24a60a1d-93b1-402a-ad08-46224403cb53.jpg?v=1784723372,3,Wall mount close-up,,,,
wall-mount-for-strimmers-heavy-duty-tool-holder,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/7b4ed61a-fc57-4c4d-9478-d77e32e3d83a.jpg?v=1784723372,4,Strimmer held by wall mount,,,,
wall-mount-for-strimmers-heavy-duty-tool-holder,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4ee1e2df-59ce-427d-8891-6c7f03989298.jpg?v=1784723372,5,Wall mount detail,,,,
